1,16853225
1,12796521
1,08886265
1,05116033
1,01482057
0,979782283
0,945997714
0,913415968
0,881987452
0,851702451
0,822485566
0,794303834
0,767113804
0,740907132
0,715631246
0,691254913
0,667723774
0,64503169
0,623135209
0,602008342
0,581638813
0,561981856
0,543030917
0,524721384
0,507067918
0,490033805
0,473592817
0,457730442
0,442425131
0,427666008
0,413422286
0,399665683
0,386385142
0,373580843
0,361204683
0,349268525
0,337750822
0,326632976
0,315886914
0,305526286
0,295537263
0,285890638
0,276577651
0,26758334
0,258912444
0,250534415
0,242452502
0,234630405
0,227101042
0,219830334
0,212789267
0,205999836
0,199456542
0,193115577
0,187007784
0,181092709
0,17539674
0,169892773
0,164573401
0,159439563
0,1544739
0,149677947
0,145049825
0,140592232
0,136286839
0,132111653
0,128091409
0,124207235
0,120447643
0,116833217
0,113318726
0,109932236
0,106658808
0,103498697
0,10043691
0,0974851176
0,0946324095
0,091883108
0,0892213433
0,086649537
0,0841834098
0,0817796066
0,0794585123
0,0772154107
0,0750567167
0,0729573667
0,0709235295
0,0689665675
0,0670731589
0,0652466863
0,0634778439
0,0617613866
0,0601022988
0,0585074461
0,0569463074
0,0554506033
0,0540075711
0,0526248402
0,0512729436
0,049985934
0,0487240515
0,047516752
0,046338398
0,0451980866
0,0441045314
0,0430428832
0,0419982187
0,0409808345
0,0400174148
0,0390734076
0,0381712168
0,0372923575
0,0364445783
0,0356164425
0,0348168723
0,0340457335
0,0333074592
0,0325761772
0,0318788662
0,0312050431
0,0305511709
0,0299141705
0,0293023847
0,0287131443
0,0281394496
0,0275827087
0,0270410161
0,0265202689
0,0260039232
0,0255109425
0,0250444319
0,024590427
0,0241423211
0,023714032
0,0233007464
0,0229062959
0,0225114263
0,0221373103
0,0217773914
0,0214172452
0,0210690237
0,020730229
0,0203947052
0,0200850404
0,0197709947
0,0194817315
0,019199429
0,0189241841
0,0186430253
0,0183904357
0,0181379728
0,0178968422
0,0176569968
0,0174330398
0,0172167532
0,0169928278
0,0167803596
0,0165766589
0,0163802392
0,0161795169
0,0159786008
0,01579375
0,0156166497
0,0154518121
0,0152700403
0,015100304
0,0149405412
0,0147834867
0,0146278496
0,0144833801
0,0143420174
0,0141981272
0,0140752652
0,0139551088
0,0138349374
0,0137138953
0,0135891465
0,0134715847
0,0133484816
0,0132371215
0,0131230093
0,0130170332
0,0129156643
0,0128118004
0,0127192139
0,0126204229
0,0125384079
0,0124500431
0,0123661747
0,0122911175
0,0122054461
0,0121225276
0,0120289269
0,0119603322
0,0118851149
0,0117995049
0,0117318322
0,0116684734
0,0115998648
0,0115348147
0,0114694442
0,0114024616
0,0113486917
0,0112891532
0,0112311299
0,011180099
0,0111273787
0,0110733816
0,011024625
0,0109686953
0,0109266573
0,0108755296
0,0108206477
0,0107853449
0,0107288984
0,0106828156
0,0106344269
0,0105905523
0,010545629
0,0104895392
0,0104522369
0,0104091819
0,0103792436
0,0103197861
0,0102957123
0,0102484049
0,0102221565
0,0101899309
0,0101524507
0,0101189194
0,0100925583
0,0100525002
0,010021354
0,00998943392
0,00995725579
0,00992781668
0,00989705696
0,00986560434
0,00983788911
0,00981965009
0,00979394931
0,00976336654
0,00973481405
0,00970593839
0,0096881818
0,00965426396
0,00962927285
0,00958747509
0,00956111401
0,00953903887
0,00951370876
0,0094829807
0,00947511754
0,00945164076
0,00941930152
0,00940602459
0,00938925053
0,00937808398
0,00935317296
0,00934390816
0,00932552292
0,00931192375
0,00928635243
0,00927299447
0,00925805699
0,00923780258
0,00921925716
0,00919692404
0,00918719172
0,00916584115
0,00914481375
0,00912928115
0,0091092037
0,00908090919
0,00906751863
0,00905395206
0,00904004648
0,00902083888
0,00900904461
0,00899101328
0,00897781644
0,00896031875
0,00895029585
0,00893289316
0,00891020614
0,00888950098
0,00888196006
0,0088744834
0,0088575324
0,00884657539
0,00883482862
0,00883453898
0,00882965605
0,00881393067
0,00879267696
0,00877295434
0,00876164343
0,00874617416
0,0087279668
0,00870871078
0,00868981052
0,0086759692
0,00865792203
0,00863908603
0,00863178726
0,00862416531
0,0086091319
0,00860415305
0,00859093945
0,00858130492
0,00857518147
0,00856654439
0,00855407305
0,00854804646
0,00853918399
0,00853768549
0,00852519832
0,00851364526
0,00850699003
0,00849189236
0,00847175065
0,00845486484
0,00844756513
0,00844120047
0,00843224115
0,00841417815
0,00841218046
0,00839945115
0,00838241912
0,00836885254
0,00836965814
0,00836102105
0,00835198163
0,00834958069
0,00833572354
0,00831743516
0,00830012932
0,00828435551
0,00827412307
0,00825875066
0,00824608653
0,00823566131
0,00823888368
0,00823226105
0,00823421031
0,00823738519
0,00823267921
0,00822510663
0,008212151
0,00820805877
0,00818683765
0,00817175582
0,00815440248
0,00814892351
0,00813223049
0,0081272358
0,00811312068
0,00811601988
0,00810867268
0,00810208264
0,00809396151
0,0080996016
0,00810554716
0,00809599179
0,00809815153
0,00810710992
0,00810280814
0,00810466054
0,00809360761
0,00809143204
0,00808136165
0,00806250888
0,00805939827
0,00805857684
0,00804131943
0,00802301522
0,00801085028
0,00800231005
0,00798796955
0,00797735061
0,00798129849
0,00797018036
0,00796808581
0,00796444341
0,00795651599
0,00794882979
0,00794692896
0,00792699679
0,00792076066
0,0079055177
0,00789854116
0,00789675302
0,00789029151
0,00788992084
0,00787989795
0,00788643956
0,00787732005
0,00787828676
0,00786326918
0,00786330178
0,00785671081
0,00785384327
0,00784216076
0,00782843306
0,00782880373
0,00782588683
0,00780717935
0,00780529389
0,00780347315
0,0077967057
0,00779011566
0,00778877828
0,00778910052
0,007781866
0,00777962571
0,00778197823
0,00778289651
0,00777911022
0,00777495279
0,00776768615
0,00777311576
0,00776209449
0,00775237847
0,00775629375
0,00774193694
0,00773723237
0,00773217249
0,00771625293
0,00771968485
0,00771414209
0,0076996563
0,00769243761
0,00768915051
0,0076734242
0,00767002394
0,00767276342
0,00765984039
0,00766322435
0,00765170343
0,00765287969
0,00766071118
0,00764772342
0,00764416297
0,00764003768
0,0076225386
0,00761127565
0,00761601328
0,00759993167
0,007606667
0,00760613568
0,00761319324
0,00762817822
0,00761337019
0,00761059857
0,0076007694
0,00760357314
0,00760381482
0,00759456632
0,00758428592
0,00757709983
0,00757012236
0,00755299394
0,0075491108
0,00755652319
0,00755644217
0,00755388056
0,00755597557
0,00755797326
0,00756691629
0,00756317749
0,00757147604
0,0075671738
0,00755636161
0,00755407381
0,00755645846
0,00754585629
0,00753839546
0,00753053277
0,00752579513
0,00751532148
0,00750226993
0,00750035233
0,00748992711
0,00749265076
0,00748978229
0,00748095242
0,0074796793
0,00747028551
0,00746740121
0,00746851274
0,00747402338
0,00746749807
0,00745318923
0,00744563201
0,00744485901
0,00743770459
0,00742958392
0,00742497527
0,0074243471
0,00741638708
0,0074253939
0,00741996383
0,00742313871
0,00742921326
0,00742969615
0,0074320808
0,00743709225
0,0074371891
0,00742220412
0,00741712795
0,00741179473
0,0074114562
0,00742004485
0,00741596799
0,00741408253
0,00741137564
0,00741008669
0,00741728954
0,00741638708
0,00741250347
0,0074187396
0,0074102804
0,00741237495
0,00741094024
0,00740916794
0,00741651561
0,00742031866
0,0074114562
0,00740607408
0,00740149803
0,00738108297
0,00737487943
0,00736519554
0,00735612353
0,00734328106
0,00733506353
0,00732750678
0,00732470303
0,00731543777
0,00731229595
0,00732110999
0,00731377815
0,00731930509
0,00731461588
0,00731746805
0,00731932139
0,00730564072
0,00729126809
0,00730091985
0,00729547394
0,00729502225
0,00728314695
0,00727934436
0,00728147104
0,00727734668
0,00727422023
0,00725928368
0,00724587775
0,00723082758
0,00721545564
0,00720693171
0,0071860007
0,00716995215
0,00716013927
0,00715598184
0,0071419957
0,00713416468
0,00713474489
0,00713857961
0,00713891815
0,00714247906
0,00715351663
0,00717001641
0,00716237863
0,00716958148
0,00717251375
0,00717897526
0,00718545308
0,00717941066
0,00717588141
0,00718635506
0,00718434154
0,00717552704
0,00717739621
0,0071840831
0,00717825023
0,00717325555
0,00717746093
0,0071567879
0,00715287169
0,00714773172
0,00714418711
